id,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
6685293,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104641,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula alleghaniensis",Britton,Betula,alleghaniensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Michigan,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:b211655f-2d78-4744-a6f6-69de4395e811,http://sernecportal.org/portal/collections/individual/index.php?occid=6685293,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104641.jpg
6685315,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104642,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula alleghaniensis",Britton,Betula,alleghaniensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Virginia,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:43ca027a-0df2-4e78-a27d-d3b00eefe6cf,http://sernecportal.org/portal/collections/individual/index.php?occid=6685315,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104642.jpg
6685287,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104643,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula alleghaniensis",Britton,Betula,alleghaniensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","North Carolina",,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:1a9b10c8-693b-4576-a55d-14d0b97a76f3,http://sernecportal.org/portal/collections/individual/index.php?occid=6685287,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104643.jpg
6685285,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104646,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula alleghaniensis",Britton,Betula,alleghaniensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Michigan,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:c66fb8fe-eebd-4e1b-b75e-da205d9cd1e5,http://sernecportal.org/portal/collections/individual/index.php?occid=6685285,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104646.jpg
6685284,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104645,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula alleghaniensis",Britton,Betula,alleghaniensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Michigan,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:93ce33b0-c657-4951-bd39-006480a34a5b,http://sernecportal.org/portal/collections/individual/index.php?occid=6685284,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104645.jpg
6685286,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104644,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula alleghaniensis",Britton,Betula,alleghaniensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:a3e90c47-55d5-4469-972a-4c3ff0ef228a,http://sernecportal.org/portal/collections/individual/index.php?occid=6685286,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104644.jpg
6685282,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104647,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula alleghaniensis",Britton,Betula,alleghaniensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Michigan,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:de777976-9456-4705-b611-7f4fff35579c,http://sernecportal.org/portal/collections/individual/index.php?occid=6685282,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104647.jpg
6685280,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104648,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula alleghaniensis",Britton,Betula,alleghaniensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Michigan,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:896d8cf3-fe04-4148-af9b-e98d5e95bf1c,http://sernecportal.org/portal/collections/individual/index.php?occid=6685280,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104648.jpg
6685278,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104649,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula alleghaniensis",Britton,Betula,alleghaniensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Michigan,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:f524d6f9-9b97-46d0-9b42-a57d1aec3091,http://sernecportal.org/portal/collections/individual/index.php?occid=6685278,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104649.jpg
6685279,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104650,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula alleghaniensis",Britton,Betula,alleghaniensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Michigan,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:9f1d000e-1e74-47b5-98d0-3395195338d1,http://sernecportal.org/portal/collections/individual/index.php?occid=6685279,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104650.jpg
6685281,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104651,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula alleghaniensis",Britton,Betula,alleghaniensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","North Carolina",,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:f31c3054-8cea-498c-8085-deeeee844552,http://sernecportal.org/portal/collections/individual/index.php?occid=6685281,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104651.jpg
6685276,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104652,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula alleghaniensis",Britton,Betula,alleghaniensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Virginia,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:f32c7bc7-3e7c-47e8-a64d-95e74976a7c3,http://sernecportal.org/portal/collections/individual/index.php?occid=6685276,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104652.jpg
6685290,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104653,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula alleghaniensis",Britton,Betula,alleghaniensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Iowa,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:c5f8423a-b0f2-4d5c-bd1e-567a076105f1,http://sernecportal.org/portal/collections/individual/index.php?occid=6685290,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104653.jpg
6685363,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104654,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula nigra",L.,Betula,nigra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Massachusetts,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:06c78b7e-c336-41b7-8bd8-ddfabcb0a9a7,http://sernecportal.org/portal/collections/individual/index.php?occid=6685363,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104654.jpg
6685365,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104655,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula nigra",L.,Betula,nigra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:58ebddd3-0d13-414d-ba53-8f976085073e,http://sernecportal.org/portal/collections/individual/index.php?occid=6685365,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104655.jpg
6685367,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104656,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula nigra",L.,Betula,nigra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Massachusetts,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:f29e10d7-dde4-479c-b2dd-3979047765fb,http://sernecportal.org/portal/collections/individual/index.php?occid=6685367,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104656.jpg
6685368,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104657,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula nigra",L.,Betula,nigra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Virginia,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:2422fa2d-8552-4559-b8c1-b5eddb517d72,http://sernecportal.org/portal/collections/individual/index.php?occid=6685368,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104657.jpg
6685369,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104658,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula nigra",L.,Betula,nigra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Missouri,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:5009ba03-12be-4508-a9da-ce3d7c60e8b6,http://sernecportal.org/portal/collections/individual/index.php?occid=6685369,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104658.jpg
6685370,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104659,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula nigra",L.,Betula,nigra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","South Carolina",,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:bb2922fd-b1be-49f2-a30b-0e1253e33f22,http://sernecportal.org/portal/collections/individual/index.php?occid=6685370,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104659.jpg
6685371,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104660,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula nigra",L.,Betula,nigra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:09ff7f30-b34a-4ede-8a93-4ca20311b738,http://sernecportal.org/portal/collections/individual/index.php?occid=6685371,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104660.jpg
6685373,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104661,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula nigra",L.,Betula,nigra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Mississippi,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:5602c28a-0332-431b-ad0c-3b4d0de9e54d,http://sernecportal.org/portal/collections/individual/index.php?occid=6685373,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104661.jpg
6685374,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104662,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula nigra",L.,Betula,nigra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Louisiana,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:6720b9a6-3ef1-4015-b8ad-ae498a3f5066,http://sernecportal.org/portal/collections/individual/index.php?occid=6685374,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104662.jpg
6685375,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104663,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula nigra",L.,Betula,nigra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Oklahoma,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:d470654d-a5b4-4424-bc1f-3b2ad937710b,http://sernecportal.org/portal/collections/individual/index.php?occid=6685375,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104663.jpg
6685376,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104664,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula nigra",L.,Betula,nigra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:6e6a397c-a6cc-483a-8157-99ec1f7aa028,http://sernecportal.org/portal/collections/individual/index.php?occid=6685376,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104664.jpg
6685377,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104665,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula nigra",L.,Betula,nigra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Louisiana,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:ffc60f35-5502-426e-84dc-f39d99b4c3dd,http://sernecportal.org/portal/collections/individual/index.php?occid=6685377,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104665.jpg
6685379,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104666,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula nigra",L.,Betula,nigra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Missouri,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:b8124bd3-1e14-4e4e-9c4a-c712062110a7,http://sernecportal.org/portal/collections/individual/index.php?occid=6685379,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104666.jpg
6685380,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104667,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula nigra",L.,Betula,nigra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Oklahoma,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:add5928f-af9e-4f21-bbdf-df4fd19210e7,http://sernecportal.org/portal/collections/individual/index.php?occid=6685380,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104667.jpg
6685381,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104668,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula nigra",L.,Betula,nigra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Alabama,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:b597da63-9e6a-4ad3-b75c-1d9b4a245875,http://sernecportal.org/portal/collections/individual/index.php?occid=6685381,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104668.jpg
6685383,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104669,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula nigra",L.,Betula,nigra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Indiana,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:1a72e297-ba00-4ccb-8d4b-1f91032afcdb,http://sernecportal.org/portal/collections/individual/index.php?occid=6685383,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104669.jpg
6685384,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104670,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula nigra",L.,Betula,nigra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Iowa,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:33da9eeb-036a-4ed8-9055-cc099f22405e,http://sernecportal.org/portal/collections/individual/index.php?occid=6685384,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104670.jpg
6685385,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104671,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula nigra",L.,Betula,nigra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Iowa,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:a0f312c8-8838-48f8-87fd-0ec09cbfe1cb,http://sernecportal.org/portal/collections/individual/index.php?occid=6685385,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104671.jpg
6685387,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104672,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula nigra",L.,Betula,nigra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Virginia,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:ead0b905-40c8-40a9-8382-064a219b42c5,http://sernecportal.org/portal/collections/individual/index.php?occid=6685387,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104672.jpg
6685388,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104673,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula nigra",L.,Betula,nigra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Mississippi,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:fe500e01-82f5-4f2c-912a-874e3d008032,http://sernecportal.org/portal/collections/individual/index.php?occid=6685388,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104673.jpg
6685389,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104674,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula nigra",L.,Betula,nigra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Alabama,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:2de8e491-a04c-4f28-8e72-f64acb74fec5,http://sernecportal.org/portal/collections/individual/index.php?occid=6685389,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104674.jpg
6685390,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104675,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula nigra",L.,Betula,nigra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Mississippi,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:2e29d6ad-e46a-41e3-a2e1-b0ef082c3308,http://sernecportal.org/portal/collections/individual/index.php?occid=6685390,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104675.jpg
6685391,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104676,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula nigra",L.,Betula,nigra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Mississippi,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:dff36951-5da6-4f99-8173-b9df2e70fb83,http://sernecportal.org/portal/collections/individual/index.php?occid=6685391,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104676.jpg
6685392,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104677,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula nigra",L.,Betula,nigra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Wisconsin,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:ef816b4c-6669-406e-8d8d-983a92952a64,http://sernecportal.org/portal/collections/individual/index.php?occid=6685392,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104677.jpg
6685395,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104678,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula papyrifera",Marsh.,Betula,papyrifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Michigan,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:3ae48807-1e50-44a9-a220-bc32080a8b0e,http://sernecportal.org/portal/collections/individual/index.php?occid=6685395,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104678.jpg
6685397,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104679,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula papyrifera",Marsh.,Betula,papyrifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:a64aea6d-a2e8-4e5b-984d-748aabddb514,http://sernecportal.org/portal/collections/individual/index.php?occid=6685397,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104679.jpg
6685396,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104680,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula papyrifera",Marsh.,Betula,papyrifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:d11a6eb9-8876-4331-b01d-faa2d08854ac,http://sernecportal.org/portal/collections/individual/index.php?occid=6685396,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104680.jpg
6685398,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104681,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula papyrifera",Marsh.,Betula,papyrifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:0b5847d7-c571-4ede-8b8b-386daf93b7a3,http://sernecportal.org/portal/collections/individual/index.php?occid=6685398,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104681.jpg
6685401,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104682,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula papyrifera",Marsh.,Betula,papyrifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:265ff16e-515d-4321-9cdc-82ee641c2db1,http://sernecportal.org/portal/collections/individual/index.php?occid=6685401,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104682.jpg
